source_mat_id_orig,source_mat_id,seq_batch,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON _NRMCB_So_211221_micro_4,EMOBON_NRMCB_So_19,,16.7116,CTD SBE911plusV2,7.5,Oxyguard probe,16.6418,CTD SBE911plusV2,-142.5,Oxyguard probe,,,,,,,,,,,,,,,,,,,,216.6713,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.6654,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.9033,CTD SBE911plusV2,,,,,,,,
EMOBON _NRMCB_So_211221_micro_blank,EMOBON_NRMCB_So_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB_So_220311_micro_1,EMOBON_NRMCB_So_21,,13.9166,CTD SBE911plusV2,7.46,Oxyguard probe,13.978,CTD SBE911plusV2,-108.5,Oxyguard probe,,,,,,,,,,,,,,,,,,,,193.8156,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 3.5747,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.0925,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220311_micro_2,EMOBON_NRMCB_So_22,,13.9166,CTD SBE911plusV2,7.46,Oxyguard probe,13.978,CTD SBE911plusV2,-108.5,Oxyguard probe,,,,,,,,,,,,,,,,,,,,193.8156,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 3.5747,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.0925,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220311_micro_3,EMOBON_NRMCB_So_23,,13.9166,CTD SBE911plusV2,7.46,Oxyguard probe,13.978,CTD SBE911plusV2,-108.5,Oxyguard probe,,,,,,,,,,,,,,,,,,,,193.8156,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 3.5747,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.0925,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220311_micro_4,EMOBON_NRMCB_So_24,,13.9166,CTD SBE911plusV2,7.46,Oxyguard probe,13.978,CTD SBE911plusV2,-108.5,Oxyguard probe,,,,,,,,,,,,,,,,,,,,193.8156,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 3.5747,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.0925,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220311_micro_blank,EMOBON_NRMCB_So_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB_So_220427_micro_1,EMOBON_NRMCB_So_26,,16.185,CTD SBE911plusV2,7.48,Oxyguard probe,14.4393,CTD SBE911plusV2,-137,Oxyguard probe,,,,,,,,,,,,,,,,,,,,233.4367,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5417,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8954,CTD SBE911plusV2,,,,,,,,
EMOBON _NRMCB_So_220427_micro_2,EMOBON_NRMCB_So_27,,16.185,CTD SBE911plusV2,7.48,Oxyguard probe,14.4393,CTD SBE911plusV2,-137,Oxyguard probe,,,,,,,,,,,,,,,,,,,,233.4367,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5417,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8954,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220427_micro_3,EMOBON_NRMCB_So_28,,16.185,CTD SBE911plusV2,7.48,Oxyguard probe,14.4393,CTD SBE911plusV2,-137,Oxyguard probe,,,,,,,,,,,,,,,,,,,,233.4367,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5417,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8954,CTD SBE911plusV2,,,,,,,,
EMOBON _NRMCB_So_220427_micro_4,EMOBON_NRMCB_So_29,,16.185,CTD SBE911plusV2,7.48,Oxyguard probe,14.4393,CTD SBE911plusV2,-137,Oxyguard probe,,,,,,,,,,,,,,,,,,,,233.4367,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5417,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8954,CTD SBE911plusV2,,,,,,,,
EMOBON _NRMCB_So_220427_micro_blank,EMOBON_NRMCB_So_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB_So_220623_micro_1,EMOBON_NRMCB_So_31,,25.1824,CTD SBE911plusV2,7.33,Oxyguard probe,14.3271,CTD SBE911plusV2,-185,Oxyguard probe,,,,,,,,,,,,,,,,,,,,221.6542,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.6542,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.9906,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220623_micro_2,EMOBON_NRMCB_So_32,,25.1824,CTD SBE911plusV2,7.33,Oxyguard probe,14.3271,CTD SBE911plusV2,-185,Oxyguard probe,,,,,,,,,,,,,,,,,,,,221.6542,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.6542,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.9906,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220623_micro_3,EMOBON_NRMCB_So_33,,25.1824,CTD SBE911plusV2,7.33,Oxyguard probe,14.3271,CTD SBE911plusV2,-185,Oxyguard probe,,,,,,,,,,,,,,,,,,,,221.6542,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.6542,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.9906,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220623_micro_4,EMOBON_NRMCB_So_34,,25.1824,CTD SBE911plusV2,7.33,Oxyguard probe,14.3271,CTD SBE911plusV2,-185,Oxyguard probe,,,,,,,,,,,,,,,,,,,,221.6542,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.6542,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.9906,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220623_micro_blank,EMOBON_NRMCB_So_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB_So_220803_micro_1,EMOBON_NRMCB_So_36,,27.3349,CTD SBE911plusV2,8.142,Oxyguard probe,14.3002,CTD SBE911plusV2,-218,Oxyguard probe; redox probe very unstable,,,,,,,,,,,,,,,,,,,,220.2166,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5644,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.1446,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220803_micro_2,EMOBON_NRMCB_So_37,,27.3349,CTD SBE911plusV2,8.142,Oxyguard probe,14.3002,CTD SBE911plusV2,-218,Oxyguard probe; redox probe very unstable,,,,,,,,,,,,,,,,,,,,220.2166,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5644,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.1446,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220803_micro_3,EMOBON_NRMCB_So_38,,27.3349,CTD SBE911plusV2,8.142,Oxyguard probe,14.3002,CTD SBE911plusV2,-218,Oxyguard probe; redox probe very unstable,,,,,,,,,,,,,,,,,,,,220.2166,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5644,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.1446,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220803_micro_4,EMOBON_NRMCB_So_39,,27.3349,CTD SBE911plusV2,8.142,Oxyguard probe,14.3002,CTD SBE911plusV2,-218,Oxyguard probe; redox probe very unstable,,,,,,,,,,,,,,,,,,,,220.2166,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.5644,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,38.1446,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB_So_220803_micro_blank,EMOBON_NRMCB_So_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB_So_221011_micro_1,EMOBON_NRMCB_So_41,batch_5,22.4963,CTD SBE911plusV2,7.35,Oxyguard probe,22.4696,CTD SBE911plusV2,-290,Oxyguard probe,,,,,,,,,,,,,,,,,,,,231.9047,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.4855,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8329,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221011_micro_2,EMOBON_NRMCB_So_42,batch_5,22.4963,CTD SBE911plusV2,7.35,Oxyguard probe,22.4696,CTD SBE911plusV2,-290,Oxyguard probe,,,,,,,,,,,,,,,,,,,,231.9047,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.4855,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8329,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221011_micro_3,EMOBON_NRMCB_So_43,,22.4963,CTD SBE911plusV2,7.35,Oxyguard probe,22.4696,CTD SBE911plusV2,-290,Oxyguard probe,,,,,,,,,,,,,,,,,,,,231.9047,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.4855,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8329,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221011_micro_4,EMOBON_NRMCB_So_44,,22.4963,CTD SBE911plusV2,7.35,Oxyguard probe,22.4696,CTD SBE911plusV2,-290,Oxyguard probe,,,,,,,,,,,,,,,,,,,,231.9047,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.4855,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8329,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221011_micro_blank,EMOBON_NRMCB_So_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB_So_221206_micro_1,EMOBON_NRMCB_So_46,batch_5,17.9701,CTD SBE911plusV2,7.3,Oxyguard probe,18.231,CTD SBE911plusV2,-133,Oxyguard probe,,,,,,,,,,,,,,,,,,,,234.1118,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.2661,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8153,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221206_micro_2,EMOBON_NRMCB_So_47,batch_5,17.9701,CTD SBE911plusV2,7.3,Oxyguard probe,18.231,CTD SBE911plusV2,-133,Oxyguard probe,,,,,,,,,,,,,,,,,,,,234.1118,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.2661,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8153,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221206_micro_3,EMOBON_NRMCB_So_48,,17.9701,CTD SBE911plusV2,7.3,Oxyguard probe,18.231,CTD SBE911plusV2,-133,Oxyguard probe,,,,,,,,,,,,,,,,,,,,234.1118,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.2661,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8153,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221206_micro_4,EMOBON_NRMCB_So_49,,17.9701,CTD SBE911plusV2,7.3,Oxyguard probe,18.231,CTD SBE911plusV2,-133,Oxyguard probe,,,,,,,,,,,,,,,,,,,,234.1118,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,Fluorescence: 0.2661,this is not pigments but fluorescense. chl Turner Design Cyclops 7C),,,,37.8153,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB_So_221206_micro_blank,EMOBON_NRMCB_So_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
